,reference,keywords_0,keywords_1,keywords_2
2054,ChIJuZynxF1GqEcRwfJXT-jtQ8U,italian,japanese,cozy
2055,ChIJ7ZPkukNGqEcRWDaWyEvwSbI,cozy,,
2056,ChIJSaVs3bdHqEcR3R977afrfGY,turkish,,
2057,ChIJUYGAanZHqEcRG8gZthm9J10,,,
2058,ChIJA_rFtl9GqEcR48IjW-qQWWI,greek,,
2059,ChIJdY3HQnRGqEcRjYYs4WqG7_c,chinese,,
2060,ChIJ58Yay3NGqEcRbZXtVxRxvIc,italian,pizza,
2061,ChIJ083RyW9GqEcRbM8fBc3Nvrk,pizza,italian,
2062,ChIJzc-FX3JGqEcRQ_NDV0UbK1o,italian,cozy,pizza
2063,ChIJHcZ8A25GqEcRzaoRvXzi2V4,burger,,
2064,ChIJKdq0KNhFqEcR-oNLFDppTmE,schnitzel,cozy,
2065,ChIJsehgKnVGqEcRye2alVszHdM,thai,german,
2066,ChIJLYwTtGhGqEcRKLFdMkEgOBI,sushi,meat,cozy
2067,ChIJm78_ltJHqEcRXqmZCY2hAlc,indian,,
2068,ChIJVVXFkGxGqEcR3GVH4f2qIr8,pizza,italian,
2069,ChIJlzZAtHNGqEcRD-WoJBaq5jo,,,
2070,ChIJ6bSViEBGqEcR2XselfBBtRE,german,currywurst,pasta
2071,ChIJuSY00ydHqEcRDgbF1oLGeBc,pizza,,
2072,ChIJDYN3C-dHqEcRPH7KTbRcGDo,,,
2073,ChIJDZivInVGqEcRKQ24RDyApWA,pasta,pizza,italian
2074,ChIJS5SAc29GqEcR8ke94X4Z1IU,thai,soup,german
2075,ChIJKy_ZTZNHqEcRROmf_hU6UxA,indian,meat,vegan
2076,ChIJx_gNxFtHqEcRTeA-wP4L-WY,sushi,,
2077,ChIJP6WzDKpFqEcR0a3HgBJV1Lw,cafe,turkish,
2078,ChIJBxFpfqE7ZUERb8KIZY_ztk0,meat,,
2079,ChIJrY2btNlHqEcRsyP2KSMZock,pizza,dessert,
2080,ChIJz8rpjt5FqEcRjwzHC9iSdh4,soup,,
2081,ChIJu7vMtF9GqEcRHwW1BhPcJbY,pizza,,
2082,ChIJQa_3xPVHqEcROXPrGRjIZC8,pizza,shrimp,pasta
2083,ChIJbV_CGjVHqEcRNwx4FhIxyrA,cafe,terrace,
2084,ChIJ9fTLQC9HqEcRqVRyaRe8kT4,cozy,meat,
2085,ChIJ7SGs6sNHqEcRTAO3jcAPjnc,burger,,
2086,ChIJ4Yfjv1ZGqEcRsKG_GiWW12Q,burger,meat,pizza
2087,ChIJj1Z-2ApGqEcRsJuo4C4jE88,italian,dessert,
2088,ChIJ__9PqApGqEcRKQlB6-adjXs,,,
2089,ChIJ9Shyj49HqEcREow7SXOwjx4,pizza,,
2090,ChIJLxGN7O5HqEcRxJDy0kkPqqs,meat,,
2091,ChIJbdjfkGRHqEcRXJF9rCX4W3I,sushi,,
2092,ChIJE9Nq0v5FqEcRBQRHI3QQ21Q,,,
2093,ChIJb-VLkVFHqEcRj7HpjPk1ZwE,meat,grill,
2094,ChIJSQ2kagVGqEcRvlyapzrGSvk,,,
2095,ChIJNVlNmQJGqEcRvsZuNzWxr8A,german,,
2096,ChIJiwYnWQJGqEcRDjM8VA3BDGA,,,
2097,ChIJa-HHUSRHqEcRdH15OBMeWxU,,,
2098,ChIJGYO-Q1tHqEcRU3CnHGB3-_E,cozy,,
2099,ChIJrQI4tK1HqEcRKF5LFjJ2098,schnitzel,german,
2100,ChIJE1hFnfxHqEcRofZX8cgf8Hg,currywurst,,
2101,ChIJTZIl839HqEcRyxhFVJsBTlg,sushi,thai,
2102,ChIJR2OzZB9PqEcRR41q-9EVFL4,,,
2103,ChIJNdzuz3UjZUERugNA7XvfPO4,pizza,pasta,soup
2104,ChIJY8CwLb1PqEcRsrmrfjLgD-k,pizza,dessert,vegetarian
2105,ChIJS38zDVJOqEcRyRN7PIXfNpQ,indian,terrace,
2106,ChIJ3Z8By9RPqEcRO_yVCq0hDew,vegetarian,german,
2107,ChIJydbDfU1OqEcRula0xZUaBXY,burger,meat,vegetarian
2108,ChIJqSTSvahPqEcRfkczIMMJe9c,cozy,,
2109,ChIJMQGM1ZpPqEcRUl1Y3eDQitU,thai,meat,vegan
2110,ChIJGWqqIURPqEcRgGB78E8NIQ0,german,vegan,
2111,ChIJ3SVpcOBPqEcRBmHklZITNkw,sushi,,
2112,ChIJHUoLjKxPqEcRWQ51JfideEc,pasta,steak,schnitzel
2113,ChIJJ8F_HAlPqEcRpBrnx4b8jeY,indian,,
2114,ChIJZ5sHQOBFqEcRYO3zltC6ypk,german,,
2115,ChIJJaP_DudPqEcRL3WXYytjmgY,,,
2116,ChIJ-eQmgHJJqEcRHmoCEW0fkOo,cozy,greek,
2117,ChIJ881NxNBPqEcR7FXs27LlHaU,falafel,,
2118,ChIJe3Cyai5PqEcRAqIegpkI_Qk,cafe,schnitzel,terrace
2119,ChIJdSPKhV1PqEcRnIYruQLaCkM,burger,meat,pizza
2120,ChIJmx026ahIqEcR-1lJYRdedKg,sushi,,
2121,ChIJs_kbVERPqEcR3BeYPfxxqX0,soup,,
2122,ChIJc-_rrBJPqEcRm8sG5UarTXw,burger,german,
2123,ChIJ3XtyplZPqEcRSrdHDI7bbCk,pizza,,
2124,ChIJu_8_bT9PqEcR6TtdjzUwq7I,pasta,,
2125,ChIJGRUCd0lPqEcR9WH7cYc8QGQ,,,
2126,ChIJI7r0RqhIqEcREKLDakC4Z_o,burger,meat,
2127,ChIJq6paG7dIqEcRWafC9kxkdtk,schnitzel,terrace,tofu
2128,ChIJffjVgLdIqEcR0GM1Vzmtj54,schnitzel,,
2129,ChIJAY63M4xIqEcRq1GVQt4zzGM,pasta,,
2130,ChIJp-20hjZJqEcRy_9I02OaFzw,falafel,,
2131,ChIJNW_lTcRHqEcRKbkuaRpv7U4,pasta,italian,pizza
2132,ChIJx5b7T75IqEcRCPSgO3fLb24,pizza,dessert,meat
2133,ChIJjSwrK71IqEcR7c4Gxo_zGMI,greek,terrace,cozy
2134,ChIJ4VwblipGqEcRO-2ZexMtaUw,pizza,italian,pasta
2135,ChIJhyLG4tVJqEcRqQfgNnEC46M,burger,,
2136,ChIJ54v3839JqEcRmDz9dcUYBeA,indian,,
2137,ChIJWRe7ALlIqEcRNE6TSBAlHq8,pizza,,
2138,ChIJmyC7Ob5IqEcRa3iF0I57lZs,vegetarian,soup,vegan
2139,ChIJ6ULN5htJqEcRze5WXLTfqTM,burger,meat,
2140,ChIJqxjOSLBIqEcRTOBYnFVgSLU,indian,,
2141,ChIJSX8jl8ZJqEcRzlLSH5WJpjE,vegan,meat,
2142,ChIJ_e94R7BIqEcRiCS4Hj4Y6dk,indian,german,
2143,ChIJx6fumAJGqEcRdixrBR7buBs,thai,soup,
2144,ChIJZUK2TLBIqEcRuD8hF93G9Xk,,,
2145,ChIJWSkVyvJIqEcREOBaPnzaqFU,cafe,,
2146,ChIJPxjSV5RIqEcRxNSKUkCjYhc,sushi,,
2147,ChIJkxzgya9IqEcRs4K0C8XkVo4,meat,,
2148,ChIJ0e0tSzBJqEcRoUAtYiMCmTI,sushi,soup,
2149,ChIJYYOegohJqEcRZRpafsPO5nI,sushi,,
2150,ChIJ2SxV_h1JqEcROy-xvoCKJUU,pizza,pasta,
2151,ChIJ56YgkbFIqEcReUpID77qTP0,thai,meat,
2152,ChIJ4wNVhLFIqEcRFjlSmj1gfEk,pizza,pasta,
2153,ChIJ9R5diYdJqEcRMwUjbNN1LQw,burger,cozy,
2154,ChIJo-eVrkZJqEcRcFNqwettNJA,,,
2155,ChIJFzo4vK9IqEcRb4zlI2syrIw,steak,german,pizza
2156,ChIJg7xFddVHqEcRmNqvZ_rRbV8,italian,pasta,pizza
2157,ChIJ22UKSoNJqEcRW1trPLR-beI,italian,cozy,german
2158,ChIJ6RfMZtlJqEcRSg5MhZGD4Y8,sushi,soup,
2159,ChIJjdNzKI1IqEcRmH6M4W9yoRs,german,,
2160,ChIJyZK4sL5IqEcR45nFaVH-xjQ,sushi,,
2161,ChIJD6B6Z51IqEcRSac-3B8roaw,german,,
2162,ChIJP7rpVCpGqEcRmqnHHPWPnhg,pizza,pasta,
2163,ChIJzz-HAXNJqEcR7cc2YVa58_w,pizza,,
2164,ChIJ9XIJALFIqEcRrQLuPd6O9K4,sushi,soup,
2165,ChIJtRtxG-9JqEcRHKFI8pJoNYY,tofu,pork,
2166,ChIJGXCBpJ5JqEcRhmyOdKF6b1I,burger,vegetarian,vegan
2167,ChIJW568o0I7ZUERuayvg8j6xUg,cozy,,
2168,ChIJAbZIIqNIqEcRLnjmoKVlGio,cozy,terrace,
2169,ChIJy_3esLlIqEcR2OHe5pJamOg,thai,indian,tofu
2170,ChIJo1PlK7tIqEcRxPHX9_qcWwY,pizza,italian,pasta
2171,ChIJ57Rxm75IqEcRF3BBxzFOaHE,turkish,german,
2172,ChIJ1ZVur5JIqEcRhG4LgDk6AJ8,pasta,vegetarian,
2173,ChIJQeRqlrFIqEcRy-5NaZc97NI,,,
2174,ChIJ-Zau8qxHqEcRUwvbFf1YV-w,,,
2175,ChIJ_zrG2itGqEcRll62rrWAbM4,soup,,
2176,ChIJJenzs6hJqEcRnUkc54jCGkI,,,
2177,ChIJmYDABLlIqEcRwWGui2vFoSw,,,
2178,ChIJVVWVPK9IqEcR8k0B28POI2c,sushi,meat,
2179,ChIJ55OGmthJqEcRy0azrumWwSA,pizza,,
2180,ChIJY8EyTTxJqEcRYoms8-YlrKU,greek,terrace,german
2181,ChIJFQzaEKVIqEcRHxjNwXtsX2Y,,,
2182,ChIJQeRqlrFIqEcR0X4ECAIq-Ro,,,
2183,ChIJv3FDVTtGqEcR4ZomMZEIEe0,,,
2184,ChIJRRQwMxVHqEcRf9awyXA0N8s,vegan,,
2185,ChIJx18rIA5HqEcRaUtp_44Pb_Q,vegetarian,soup,meat
2186,ChIJtUvTRwtFqEcRkBA3xltXYhU,burger,meat,pork
2187,ChIJP4qvqzVGqEcRVIYKFyafJG4,german,cozy,
2188,ChIJe-9RYypHqEcR0udrfmrngMk,terrace,cozy,
2189,ChIJixxvuCpHqEcR7ZEgQjVCM-o,italian,pasta,dessert
2190,ChIJn9Mh9i9GqEcR-0_KqKW8ZiM,german,soup,salads
2191,ChIJe-6QijlGqEcRGOS0IYi6hnA,pasta,italian,pizza
2192,ChIJiyomPitGqEcRD8uP8SbuYDo,indian,,
2193,ChIJ07Og1S9HqEcRGSTG0Rbtz8A,,,
2194,ChIJKY_bFi9HqEcR_0uTl79Po70,indian,soup,
2195,ChIJEeZMZStGqEcRHzXDUZBYUf8,terrace,greek,german
2196,ChIJCQWgnrRHqEcR3MJCatE5vbE,vegetarian,mediterranean,vegan
2197,ChIJC9gOPjBGqEcRcqCMX6krpTw,steak,grill,meat
2198,ChIJJ6Xu3S5GqEcRTLrm4rGkXs4,salads,soup,falafel
2199,ChIJadxBAS9GqEcRIA-lUene7IQ,sushi,vegan,
2200,ChIJ0dO7oS9GqEcRORav6YzuPm4,sushi,,
2201,ChIJw3knQ3pIqEcRU-TiaktxfjQ,meat,,
2202,ChIJB8ZdSC5GqEcRQModxr3zagQ,,,
2203,ChIJw4TeCyxGqEcReNGZ3S9K7WQ,chinese,,
2204,ChIJE9s85ytGqEcRM1qorh5sHOQ,,,
2205,ChIJnxX-kMpHqEcRS07JminYG5E,croatian,german,
2206,ChIJl_jjnGxHqEcRVfUlKgI3b14,burger,,
2207,ChIJQUmNJh1HqEcRafB1-yO15yM,,,
2208,ChIJTY0S8TFGqEcRUIxmwp2F59s,burger,meat,vegetarian
2209,ChIJF2pncSVGqEcRzpibcEIYGPA,korean,burger,vegetarian
2210,ChIJ8dt5fzVGqEcRdoXVFJD7liI,chinese,indian,german
2211,ChIJfacfl247ZUERcU_GyqLxaqE,german,salads,
2212,ChIJSSAPmTBHqEcRr7WVrl0zR-I,,,
2213,ChIJ4w-HdTVGqEcRsj40LasodZs,indian,dessert,german
2214,ChIJnXGqJGk7ZUERJgnXpoYZkGA,pizza,pasta,vegetarian
2215,ChIJw36eJdlHqEcRkUTqlzgqabU,pizza,italian,vegetarian
2216,ChIJN9752yxGqEcRtc7TzT9GbVA,,,
2217,ChIJrz6EcC9GqEcRZK6TsgUHfw4,vegetarian,,
2218,ChIJNZZYozpGqEcRMNdClLbg89c,pork,,
2219,ChIJSzlqRXpIqEcRuKyjgJVXHB8,meat,,
2220,ChIJJyYTFv9JqEcRthNdEhQ2qg4,,,
2221,ChIJ49eoBbtHqEcROO5Bzba9Vhg,sushi,,
2222,ChIJjbPDcTBGqEcR3K40FnVUnls,falafel,,
2223,ChIJL5hIUXdIqEcR0jLXMTY9LeE,,,
2224,ChIJycEXCqlHqEcRupdE2mJgwmM,soup,,
2225,ChIJYSVDHVFGqEcRpToELNAt834,meat,,
2226,ChIJG88GnVZGqEcR4a3dm5noeOc,schnitzel,german,grill
2227,ChIJ82VjP1NHqEcRGyy8bDzz6BE,,,
2228,ChIJtfRchahHqEcRMpQOdXdfqkk,german,terrace,
2229,ChIJ-y-YlalHqEcRaBrM9g5Owls,cafe,turkish,meat
2230,ChIJO_-5bCBHqEcReFARYg1ZZW8,pizza,italian,steak
2231,ChIJQXpvoa5HqEcRbQHRrlStovA,italian,pizza,german
2232,ChIJHXanvVZGqEcRPuookhdwO6M,pizza,italian,pasta
2233,ChIJy2CV97JHqEcRdCvxJP37j2g,pizza,,
2234,ChIJW2HhfKJHqEcRae5LMWlgL1E,currywurst,,
2235,ChIJ8fuE2KBHqEcRxSu3AuIkM6o,,,
2236,ChIJ5YZfYspHqEcRt83MjjeblZc,mexican,german,cozy
2237,ChIJVcxXs5VHqEcRW-Ml38Bgi4A,greek,,
2238,ChIJG0ykA5JHqEcRIEdlAc5_D8g,pizza,italian,dessert
2239,ChIJLekPUpRHqEcRsuMxJMMnwUY,sushi,meat,soup
2240,ChIJRYRB9zpHqEcRpMtWXGzYYjQ,falafel,meat,german
2241,ChIJT4f6hJZHqEcRpun5cO3Dstk,meat,,
2242,ChIJGVY6CJVHqEcRS2XLoYvrgEI,sushi,cozy,
2243,ChIJS2odZI9HqEcRC6YdzvSsBf8,pasta,meat,soup
2244,ChIJP6-C3pRHqEcR5VZp3iI1PiQ,,,
2245,ChIJvTAbTJdHqEcRGqoJw-mby5k,terrace,,
2246,ChIJg-2N_KdHqEcRvTQqefFblMs,burger,meat,
2247,ChIJoYu-ML1HqEcRbLcBShPWWXM,sushi,soup,
2248,ChIJbcdlDJVHqEcRO0zJuj5xK9Q,sushi,,
2249,ChIJp6ucP6hHqEcR3_NBrmj-3ic,steak,currywurst,grill
2250,ChIJB0hoEpVHqEcRkrKSexYdkwY,turkish,falafel,vegetarian
2251,ChIJVcfZKew4qEcRzPipgJ7mNis,greek,,
2252,ChIJGT_pBgM5qEcRs_7F89YlFuc,italian,pizza,pasta
2253,ChIJ1aK8pgU5qEcReYuIuEL7y44,,,
2254,ChIJn4ftK-w4qEcRDT59DK9e534,terrace,indian,
2255,ChIJt80Zgew4qEcRnxOMrCWq3uI,pizza,,
2256,ChIJNa3JgwQ5qEcRDYrHfwPYBFY,thai,chinese,
2257,ChIJQ-2Onew4qEcR51cC09MMTvQ,,,
2258,ChIJAfuXGkw5qEcRzr2l5XiaQG8,burger,schnitzel,pasta
2259,ChIJ-17sBAM5qEcRIrQsK8_4K54,currywurst,pasta,mediterranean
2260,ChIJ5VYj7k05qEcRzBIh4oN-dKY,cozy,pizza,soup
2261,ChIJWTgvFFw5qEcRen0SQQ9biCA,,,
2262,ChIJTXn6few4qEcRlmgUVyT-Dh0,meat,,
2263,ChIJmaON6u44qEcRIDoknZg8wew,pasta,german,
2264,ChIJkwWcz1o4qEcRkuTIidvi8p4,terrace,cozy,
2265,ChIJ_6cEhe44qEcR61lsvxpXqZ4,mexican,,
2266,ChIJOzYEccI5qEcRO2o2EZVHn8o,sushi,,
2267,ChIJhdtNY-w4qEcRTtvqc4XmZXQ,cafe,,
2268,ChIJ0ZoWF09IqEcRLiKs25qxxz8,german,,
2269,ChIJgVoE5EJIqEcRQ3snvA7ji9c,,,
2270,ChIJUcvLQxFIqEcRkG5erOgSAN4,cafe,german,
2271,ChIJPWSbrkJIqEcRyPcQw0uwNNo,grill,,
2272,ChIJfeixZmhIqEcRiDwFXoTYPQ0,vegetarian,vegan,meat
2273,ChIJ4Vw8z7pJqEcRdyxW5CJ04nI,cozy,soup,
2274,ChIJr1aqpkJIqEcRi5C8ZBYe3as,schnitzel,german,pork
2275,ChIJVTiANhRIqEcRfTk42Iv4nLs,,,
2276,ChIJ_Ttdo0JIqEcRE_D4J_IMil0,pizza,,
2277,ChIJz8J_IW5IqEcRBgF0lVka4T4,turkish,,
2278,ChIJgwQl5lxJqEcREN8RU44NiIM,pizza,turkish,
2279,ChIJYWObrkJIqEcR5ulHPU1ghSw,sushi,,
2280,ChIJCwpPGWhIqEcRM0QTvLDuSms,burger,meat,vegetarian
2281,ChIJD3Q8tEpIqEcR6TksqJUeaAQ,wines,italian,
2282,ChIJ82abrkJIqEcRs5HlvSHwA98,pasta,italian,pizza
2283,ChIJG9ZwjmhIqEcRy2D0r_8ixJ4,sushi,thai,
2284,ChIJ0eiJ_mFJqEcRipPM2qFSCzU,burger,,
2285,ChIJaxmAbGhIqEcRGdNAuAiMXsE,shrimp,vegetarian,japanese
2286,ChIJe1EKoUJIqEcRKqSsLM8oLS0,german,,
2287,ChIJVQuRRQ1IqEcRyaFZuSZkDas,meat,,
2288,ChIJt3veMBxJqEcRfy0JCVLJq1c,fajitas,mexican,indian
2289,ChIJ_Ttdo0JIqEcRY2MaHTu_3Yw,,,
2290,ChIJjzm7a0ZJqEcRh2tQbjfLIuA,pizza,meat,
2291,ChIJVYxftbFJqEcRgQgYlqjzvhw,meat,,
2292,ChIJcxF2pEJIqEcR78i00600D9A,,,
2293,ChIJfTR7OvhIqEcRVGFdyTFWVtA,vegetarian,,
2294,ChIJHSWP5PdJqEcRUJXQTdVuCeM,meat,salads,
2295,ChIJIQR5VdxJqEcRwiKa7w2z8i4,sushi,,
2296,ChIJEzAI_OlJqEcRVcrtVTeXl0s,indian,soup,
2297,ChIJASChEGhIqEcRULIvqshYzM4,currywurst,,
2298,ChIJHcWIuFxIqEcRH2noBsfdlro,schnitzel,,
2299,ChIJWaVYKG5IqEcRVJCRDDhnklE,pizza,,
2300,ChIJScwmSRJIqEcRcV145kVtWf8,burger,dessert,
2301,ChIJOXCdEU9IqEcRUS5JZNO_Jvc,italian,,
2302,ChIJCcCe29pJqEcRCylsssnO5CY,tacos,,
2303,ChIJL7IRGGhIqEcRcObwzfp69iw,meat,,
2304,ChIJNeXf6GhIqEcRrg3SmRkEoiM,pizza,vegan,
2305,ChIJAQC8LG5IqEcR8dJJucBoGB0,,,
2306,ChIJM56NL75JqEcRvU_hL6XO9L0,sushi,dessert,
2307,ChIJfbfZBEZJqEcRbv9sScflZyQ,meat,vegan,chinese
2308,ChIJ_Ttdo0JIqEcRK1cuGV8bHSI,cozy,,
2309,ChIJb3BmwXFIqEcRlBh0Ez3hGB4,vegan,,
2310,ChIJywjp6uVHqEcRPBlE1YhUAIE,,,
2311,ChIJ7RWyBXFIqEcRGxB1q9ErIpw,,,
2312,ChIJuRs3a9BHqEcR1je_zm2Vna8,,,
2313,ChIJ00ef8OZHqEcRhpIXGdJiWt0,,,
2314,ChIJj_PzXA1IqEcRo_AvZpcQghk,greek,meat,vegetarian
2315,ChIJ6QdikAVIqEcRGREkltHuboM,falafel,,
2316,ChIJc7Rtm9FHqEcRj-WZqh6I04c,pizza,italian,
2317,ChIJBdgjHqpHqEcRnER8MlqQ6wo,pizza,italian,mediterranean
2318,ChIJkwEjGhNJqEcRKUnV3eP9Ie0,soup,,
2319,ChIJYZQqzXNIqEcRHOpzVlQ0kK0,indian,,
2320,ChIJ5-Xe-FtHqEcRMbA9bmBDrdo,russian,,
2321,ChIJtag6BuRJqEcRxtBK31bYw-o,,,
2322,ChIJLaOsTHBIqEcRI2uaviOsOEQ,german,,
2323,ChIJ6d2poHNIqEcR_liPO7TmrkY,vegetarian,,
2324,ChIJdbSoBXFIqEcRNK5sbUq6UL0,sushi,japanese,vegetarian
2325,ChIJL5R203RIqEcR2ah-TUliTQk,,,
2326,ChIJTeWCDAhIqEcRIG-nChm-SvM,sushi,chinese,
2327,ChIJXxR_NXBIqEcR4rxOyppGIHE,italian,pasta,steak
2328,ChIJITDGK1xHqEcRzCmcwqBBIgk,steak,pork,cozy
2329,ChIJjxvu6OxHqEcRoA-jvDBZhZA,cafe,soup,
2330,ChIJ32tTTHNIqEcR516GgzMYsF0,,,
2331,ChIJZTdWaWtIqEcRaTg4OyZSjQU,pizza,,
2332,ChIJdeCDU3BIqEcRqQhKUjUiX_k,,,
2333,ChIJYZn69Y9JqEcRDXWZl0xumJI,currywurst,german,falafel
2334,ChIJk_DqaexHqEcRKjQSawI-D-4,cafe,meat,
2335,ChIJ4Wa1YwxIqEcR-e9XL2KFdyQ,sushi,terrace,
2336,ChIJbVfvHXRIqEcR2vY_GmFBMoI,german,vegetarian,
2337,ChIJA0KBvf1JqEcRRHEf2d0YJQs,pizza,,
2338,ChIJYRYIonFIqEcR1fDujEeVFUk,cafe,,
2339,ChIJJcWm69lHqEcRAbQHIaZiYdg,,,
2340,ChIJE4wWGjhHqEcRk_Bg4Eaj2io,pizza,,
2341,ChIJ45D0pHFIqEcRSDS6ZWddlj8,,,
2342,ChIJDcAprHBIqEcRpFDa_m04WTk,pizza,pasta,italian
2343,ChIJd_GxVHBIqEcRN3_6LAn_7XI,,,
2344,ChIJVSwFUnpIqEcRjHahdh1_C8M,meat,,
2345,ChIJp63WpMJHqEcRCWaGLSLeQYw,pizza,vegan,
2346,ChIJAdac5EZJqEcRsjT4hhf0uJ8,pasta,pizza,salads
2347,ChIJ8agUxthJqEcRRR3GMZDaXME,falafel,,
2348,ChIJzyjpD3w3qEcRrO7fJYWNfxo,,,
2349,ChIJS88r2sw5qEcRUhBH1mYiqJk,german,vegan,cozy
2350,ChIJ611vEDI4qEcRGjTQ72hyNyk,soup,,
2351,ChIJ76_7FfM5qEcRcuKSg15xGdA,burger,meat,
2352,ChIJkb1RHjM4qEcReMfR3VMCS2c,cafe,cozy,german
2353,ChIJSTli4TI4qEcRLvVWTeIi9Pg,german,burger,vegan
2354,ChIJv_CKf2w5qEcR6J9g2YiVhPA,,,
2355,ChIJbRwl3Ro5qEcRmO5hlZ62wg8,,,
2356,ChIJCWc6W8k3qEcRt-K6Y60lBwo,schnitzel,dessert,german
2357,ChIJZQni3eM3qEcRNpBlSLAxdls,german,terrace,
2358,ChIJ615da-Q3qEcRGEKWJ8O0DEo,,,
2359,ChIJGTV_5uA3qEcRG9f8mVB5hAU,italian,pizza,pasta
2360,ChIJl4TLFeE3qEcRJjulgQKeoS4,vegetarian,vegan,
2361,ChIJ2TYxG983qEcRNUC7zSSuN9k,,,
2362,ChIJX5ymiOA3qEcRW_LC4q6KmQY,pizza,pasta,italian
2363,ChIJj6Y8Z1o7ZUERGKeqUoL7BxY,greek,cozy,meat
2364,ChIJPxvScfk3qEcRMsDScJLQXFc,steak,burger,meat
2365,ChIJz-N7Nd43qEcR7qZLj1oafWU,pasta,italian,pizza
2366,ChIJleX4qd83qEcR7ip-8bA9heg,cozy,,
2367,ChIJ10i8G-E3qEcRg3uRRR6k9pU,steak,cozy,
2368,ChIJO_qQrN83qEcR5fSR6xwN9rY,cozy,,
2369,ChIJlSW8G-E3qEcRZrQ84dFoizA,sushi,,
2370,ChIJV84Tm-A3qEcRcc_9GrX3aB0,,,
2371,ChIJYT-tLt43qEcR62QU7IWAMAY,italian,vegan,
2372,ChIJ8WjeZ1xJqEcRyuApTvBJ5OA,,,
2373,ChIJkcZjXxE3qEcRJmjQkpj8X2Y,,,
2374,ChIJNebO3xQ3qEcR16-kWwRveW4,vegan,tofu,cozy
2375,ChIJa6mePd83qEcRfLFf7S9TCkU,german,grill,meat
2376,ChIJ7UVAtx1IqEcRebVQrRbNrG8,terrace,,
2377,ChIJx1pZhuA3qEcRgqdzc4mx5Vo,,,
2378,ChIJI2AZPeQ3qEcR8nG_8pRACzY,schnitzel,cafe,soup
2379,ChIJh6V2Hd83qEcRQb3Wp-p0W1w,cafe,,
2380,ChIJOyTZgH83qEcRorDLuKXFwpE,italian,pizza,pasta
2381,ChIJKRxRRuE3qEcRwWJZWCMdpnQ,terrace,,
2382,ChIJG0982aA3qEcRm7pweslhVuI,,,
2383,ChIJVaxgV7JJqEcRGI0Ir5wd3vU,,,
2384,ChIJs8qPROE3qEcReFXa4RzqUlc,cafe,vegan,
2385,ChIJ16ck6eI3qEcR98vsC6yG7zc,,,
2386,ChIJhWAfx0Q3qEcR2LXyFZ5S2JQ,german,,
2387,ChIJhXQHwEQ3qEcR3oiV7JJ88hg,pizza,,
2388,ChIJf2gPzFw3qEcRFI9fhf166NE,german,,
2389,ChIJ51t5zyI3qEcRigGR4Xt0XIM,,,
2390,ChIJZ9jBfW43qEcRIgvF-Znx9xU,currywurst,schnitzel,meat
2391,ChIJI7kMf7xUqEcRc-xUAaa3xF8,indian,german,
2392,ChIJv7v6zLtLqEcRd6DAPxDt3rk,pizza,italian,
2393,ChIJa2A9RRtLqEcRMdSwH6zJC50,,,
2394,ChIJ03v6JYxJqEcR1mAZSke7PgI,meat,,
2395,ChIJWyAqr45JqEcRg0rKNLy0yK4,greek,,
2396,ChIJqUgmbX5JqEcRxTT5PkAWpw0,meat,german,
2397,ChIJX0ajvzRKqEcRBUNJ3U_Edu0,,,
2398,ChIJ1REZKYJJqEcRYa7pz_OEJew,schnitzel,pork,meat
2399,ChIJSzJ2wqNJqEcRMjcOtyiluZ8,,,
2400,ChIJga3UecJLqEcRv4sQJiefb2M,pizza,soup,italian
2401,ChIJyUd0411LqEcRsORdgM7E2XM,,,
2402,ChIJw_R-ydNLqEcRQM_3ck7lhtE,dessert,vegetarian,
2403,ChIJOS6jSTRKqEcRYLdkUM-4cTA,,,
2404,ChIJwfFVnYJJqEcRe3elJJ7WXas,sushi,grill,
2405,ChIJf40YaohLqEcRaNt76c4Z9gE,,,
2406,ChIJSWxcpu5LqEcR7HtkVDTmEes,,,
2407,ChIJ706xMX5JqEcR4lI7xUC8pM0,pizza,german,soup
2408,ChIJWQkf3PtJqEcRKgM1Y61sBPk,,,
2409,ChIJl2wySKdJqEcRSESJwpWh6-I,german,,
2410,ChIJBebPp45JqEcRCDtlC39JE-c,meat,,
2411,ChIJM8rCyMpLqEcR7KGREBgIWqc,chinese,currywurst,meat
2412,ChIJdShkFc9LqEcRGKkhKeh9DWU,pizza,italian,pasta
2413,ChIJMzUBkGVJqEcROV_le8ui_WY,currywurst,,
2414,ChIJJwxAmWFJqEcRWyU0HJQ6-rE,,,
2415,ChIJpdsE6zRKqEcRKOIS6sjZJs4,burger,,
2416,ChIJy4gMPn5JqEcROYUpFyCR6R4,chinese,,
2417,ChIJ8_RiRoZJqEcR-XQ8wfHjc1U,sushi,,
2418,ChIJcSNO8nFLqEcRjz1pBTYgIAo,meat,,
2419,ChIJY7anWy5LqEcRCrHYSjpvvsk,german,,
2420,ChIJFYeAjCxLqEcRCispcxiNdi8,sushi,,
2421,ChIJyaVrfiVLqEcR_uNEYMyPvXI,meat,pizza,chinese
2422,ChIJ6Q3KZXlJqEcRmwYt9VpSH4c,,,
2423,ChIJcYvUVzJKqEcROUmvcuuVhzM,german,meat,soup
2424,ChIJlZ7o9JBLqEcRmc_fOv5j7Sw,burger,,
2425,ChIJ2b5KVIlJqEcRmxqHoECti2Q,sushi,,
2426,ChIJZwlU61lJqEcR2h7XpYxIg5g,,,
